2020-05-20 17:47:14.770 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 52352: {'info': 'ai_vs_ai', 'room_id': 100, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 100}
2020-05-20 18:39:36.930 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 0, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': 'c1d9f8cc-3b0c-4369-884d-5626feefaf96'}
2020-05-20 18:39:47.776 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58008: {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:39:47.778 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': 'c6d3c61b-5aaf-44d0-99b0-7cdf63e3401e'}
2020-05-20 18:39:47.782 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58014: {'info': 'connect', 'room_id': 0, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:39:47.783 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 0, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': 'c8e2800d-f50c-4b38-acfe-5ac54ebf442b'}
2020-05-20 18:39:47.785 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58016: {'info': 'connect', 'room_id': 0, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:39:47.786 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 0, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '85fb69b5-a743-478f-a583-9e34e5cb2b12'}
2020-05-20 18:40:02.060 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58038: {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:02.062 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': '0345cb1f-e450-488a-8dde-21d834a05588'}
2020-05-20 18:40:02.065 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58044: {'info': 'connect', 'room_id': 0, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:02.067 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 0, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '2e189592-e9c3-4bdc-8373-f0ca7256ae1b'}
2020-05-20 18:40:02.068 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58046: {'info': 'connect', 'room_id': 0, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:02.069 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 0, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '30a81c3b-42bb-439b-85dc-50f2761cfaf1'}
2020-05-20 18:40:12.966 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58060: {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:12.968 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': 'f10b24c0-9e32-4138-9560-c4360f3e0389'}
2020-05-20 18:40:12.971 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58066: {'info': 'connect', 'room_id': 0, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:12.973 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 0, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '91651239-bb69-43c0-a64e-79925ac51668'}
2020-05-20 18:40:12.974 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58068: {'info': 'connect', 'room_id': 0, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:12.976 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 0, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '340248d9-750f-4d40-8734-73546de5a208'}
2020-05-20 18:40:15.998 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58074: {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:15.999 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': 'bcf6fedb-9e10-4bc9-86d8-b75726cfc8fb'}
2020-05-20 18:40:16.069 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58076: {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:16.070 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': '5de64559-f48e-4fd0-a57b-f4f33c0046c2'}
2020-05-20 18:40:34.343 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58110: {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:34.345 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': '84c4048e-034e-44fa-8dd0-825e8d203923'}
2020-05-20 18:40:34.347 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58118: {'info': 'ai_vs_ai', 'room_id': 2, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:34.350 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 2, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': 'ad7900d6-76b0-4584-b561-f83a9e420b7e'}
2020-05-20 18:40:34.353 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58120: {'info': 'ai_vs_ai', 'room_id': 3, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:34.355 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 3, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': '4d7bea1b-6077-4cdb-a410-efa25d7e8945'}
2020-05-20 18:40:34.356 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58126: {'info': 'ai_vs_ai', 'room_id': 6, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:34.358 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 6, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': 'd9b5607d-1e69-41d5-8f7b-ade60612b053'}
2020-05-20 18:40:34.360 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58132: {'info': 'ai_vs_ai', 'room_id': 5, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:34.362 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 5, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': '90ad67e1-07bf-4f87-8e37-b23637f8f656'}
2020-05-20 18:40:34.363 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58134: {'info': 'ai_vs_ai', 'room_id': 4, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:34.365 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 4, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': '027085ff-825d-48a5-8151-ed573b2ed401'}
2020-05-20 18:40:34.367 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58112: {'info': 'ai_vs_ai', 'room_id': 1, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:34.368 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58140: {'info': 'connect', 'room_id': 2, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.369 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 1, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': '57af2294-822b-4efe-89a6-af21982539f1'}
2020-05-20 18:40:34.370 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58142: {'info': 'connect', 'room_id': 2, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.371 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58144: {'info': 'ai_vs_ai', 'room_id': 7, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:34.371 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 2, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': 'e3360886-ef06-4c77-8aa2-834d53ec19e5'}
2020-05-20 18:40:34.372 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58150: {'info': 'connect', 'room_id': 0, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.373 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 2, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': 'b4f8efaf-169a-4da7-8e77-da275de6bdd1'}
2020-05-20 18:40:34.373 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58154: {'info': 'ai_vs_ai', 'room_id': 8, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:34.375 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 7, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': '1f17c399-56c7-49f9-a6eb-343c380aa996'}
2020-05-20 18:40:34.375 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 0, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': 'cba8baaf-f904-403d-b526-bbe4353bba2e'}
2020-05-20 18:40:34.376 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58158: {'info': 'connect', 'room_id': 0, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.378 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58168: {'info': 'ai_vs_ai', 'room_id': 9, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:34.380 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58170: {'info': 'connect', 'room_id': 3, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.384 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58172: {'info': 'connect', 'room_id': 3, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.385 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58174: {'info': 'connect', 'room_id': 6, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.389 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 8, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': '6d3e687c-11fd-42d4-a53d-5916d918161a'}
2020-05-20 18:40:34.390 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 0, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': 'e07e177f-e712-4922-b29e-8f423d557e05'}
2020-05-20 18:40:34.390 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58176: {'info': 'connect', 'room_id': 6, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.391 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 9, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': 'b2e3111c-e56a-4d54-8c8e-7881e68bc819'}
2020-05-20 18:40:34.392 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 3, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '0024d831-2e28-4dd6-856a-37d90e0d081b'}
2020-05-20 18:40:34.393 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 3, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': 'cc211727-3459-41c5-9b45-95209d7723b0'}
2020-05-20 18:40:34.394 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 6, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': 'cefe6fea-7672-4e5e-9601-c71d5405dd45'}
2020-05-20 18:40:34.397 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 6, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '5eb0a0e3-e30a-4636-b315-87d22496c86a'}
2020-05-20 18:40:34.410 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58186: {'info': 'connect', 'room_id': 5, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.421 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 5, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '213bebba-e703-4028-9f6e-d57d2b97ba11'}
2020-05-20 18:40:34.429 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58188: {'info': 'connect', 'room_id': 4, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.431 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 4, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': 'ab151400-322c-450a-9c1c-d849b3dc8b1e'}
2020-05-20 18:40:34.431 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58190: {'info': 'connect', 'room_id': 5, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.434 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 5, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '582aa613-d4d0-4f3e-b26c-dc795577d854'}
2020-05-20 18:40:34.449 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58192: {'info': 'connect', 'room_id': 4, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.451 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 4, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '440e4e90-fea4-47ed-a3fa-21df05896706'}
2020-05-20 18:40:34.450 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58194: {'info': 'connect', 'room_id': 1, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.457 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 1, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '4bff59f3-ffbb-431c-9daa-0de69bc2093e'}
2020-05-20 18:40:34.459 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58196: {'info': 'connect', 'room_id': 7, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.461 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 7, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '95a0dfa8-9cd4-4046-99da-1a7fd58afb98'}
2020-05-20 18:40:34.468 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58198: {'info': 'connect', 'room_id': 8, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.470 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 8, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '6f430491-af4d-49e6-b64a-b27ff36cdbde'}
2020-05-20 18:40:34.472 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58200: {'info': 'connect', 'room_id': 9, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.474 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 9, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': 'da3dc7ec-7380-4b40-823c-ad1e20d4f72a'}
2020-05-20 18:40:34.473 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58202: {'info': 'connect', 'room_id': 8, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.480 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 8, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '2d439312-8da6-45ae-b942-8104e416d6ef'}
2020-05-20 18:40:34.482 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58204: {'info': 'connect', 'room_id': 1, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.483 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 1, 'name': 'CallAgent', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '05ab9f8a-2527-434e-a1ac-71b749bae3f3'}
2020-05-20 18:40:34.483 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58206: {'info': 'connect', 'room_id': 7, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.486 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 7, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': 'e3ad4fb8-3bf4-4aef-a158-d64b982b3b8d'}
2020-05-20 18:40:34.485 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58208: {'info': 'connect', 'room_id': 9, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': []}
2020-05-20 18:40:34.490 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'connect', 'room_id': 9, 'name': 'CallAgent2', 'room_number': 2, 'game_number': 50, 'bots': [], 'uuid': '1fba2267-7cb2-491f-b977-89b3713905be'}
2020-05-20 18:40:49.249 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58230: {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
2020-05-20 18:40:49.259 | INFO | /home/xh/code/texas_poker/server/network/scheduler.py:38 | MainProcess | - recv connect message {'info': 'ai_vs_ai', 'room_id': 0, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50, 'uuid': '9a3b7c26-ccd4-4c29-8dea-01d8d57b6abe'}
2020-05-20 18:40:49.276 | INFO | /home/xh/code/texas_poker/server/network/protocols.py:28 | MainProcess | - recv client from 127.0.0.1, 58232: {'info': 'ai_vs_ai', 'room_id': 4, 'room_number': 2, 'bots': ['CallAgent', 'CallAgent'], 'game_number': 50}
